id,category,question,correct_answer,explanation,options_json,image_paths_json,archive_url
45,Control of Vehicle,What does this sign mean?,Traffic merging from the left.,"This sign gives advance warning of traffic merging from the left. You should expect vehicles to join from the left. You may need to slow down, allowing them to merge safely.","[{""index"": 0, ""text"": ""Traffic merging from the right."", ""is_correct"": false}, {""index"": 1, ""text"": ""End of dual carriageway ahead."", ""is_correct"": false}, {""index"": 2, ""text"": ""Traffic merging from the left."", ""is_correct"": true}, {""index"": 3, ""text"": ""Traffic from the left has priority."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_6LVcJ.png""]",https://web.archive.org/web/20260520015045id_/http://theory-tester.com/questions/45
46,Control of Vehicle,What does this sign mean?,Traffic merging/diverging ahead.,This sign gives advance warning of roads both merging (entering onto the main road) and diverging (exiting the main road). Drivers should be prepared for traffic changing speed and direction as vehicles enter or exit at the junctions on the left ahead.,"[{""index"": 0, ""text"": ""Traffic merging/diverging ahead."", ""is_correct"": true}, {""index"": 1, ""text"": ""Road narrows briefly ahead."", ""is_correct"": false}, {""index"": 2, ""text"": ""Yield to merging/diverging traffic ahead."", ""is_correct"": false}, {""index"": 3, ""text"": ""Diversion at junction ahead."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_2gbzX.png""]",https://web.archive.org/web/20260124012851id_/http://theory-tester.com/questions/46
47,Control of Vehicle,What does this sign mean?,Dangerous corner ahead.,This sign gives advance warning of a dangerous corner to the left. You may need to slow down and react to any changes in the traffic situation ahead.,"[{""index"": 0, ""text"": ""Dangerous corner ahead."", ""is_correct"": true}, {""index"": 1, ""text"": ""One-way street ahead."", ""is_correct"": false}, {""index"": 2, ""text"": ""Junction to the left."", ""is_correct"": false}, {""index"": 3, ""text"": ""Dangerous bend ahead."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_YH9gd.png""]",https://web.archive.org/web/20250520184728id_/http://theory-tester.com/questions/47
48,Control of Vehicle,What does this sign mean?,Sharp change of direction to the right.,This sign gives advance warning of a sharp change of direction to the right. You should slow down as you approach the hazard.,"[{""index"": 0, ""text"": ""Sharp change of direction to the right."", ""is_correct"": true}, {""index"": 1, ""text"": ""Series of speed ramps ahead."", ""is_correct"": false}, {""index"": 2, ""text"": ""Road closed - drivers must turn back."", ""is_correct"": false}, {""index"": 3, ""text"": ""Sharp change of direction to the left."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_HAAZ1.png""]",https://web.archive.org/web/20250520185642id_/http://theory-tester.com/questions/48
49,Control of Vehicle,What does this sign mean?,Road narrows on the left.,This sign gives advance warning that the road narrows on the left ahead. You should show caution and prepare to adjust your road position.,"[{""index"": 0, ""text"": ""Road narrows on the left."", ""is_correct"": true}, {""index"": 1, ""text"": ""Merging traffic from the left."", ""is_correct"": false}, {""index"": 2, ""text"": ""End of dual carriageway."", ""is_correct"": false}, {""index"": 3, ""text"": ""The driver must overtake on the right only."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_wJbaI.png""]",https://web.archive.org/web/20260218083901id_/http://theory-tester.com/questions/49
50,Control of Vehicle,What does this sign mean?,Road divides ahead.,This sign gives advance warning that the road divides ahead. You should prepare to move to the left.,"[{""index"": 0, ""text"": ""Tramline ahead."", ""is_correct"": false}, {""index"": 1, ""text"": ""Overtake only on the left ahead."", ""is_correct"": false}, {""index"": 2, ""text"": ""Road divides ahead."", ""is_correct"": true}, {""index"": 3, ""text"": ""Railway tunnel ahead."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_X5Avh.png""]",https://web.archive.org/web/20250327023039id_/http://theory-tester.com/questions/50
51,Control of Vehicle,What does this sign mean?,Steep descent ahead.,This sign gives advance warning of a steep descent/downward slope ahead. You should react accordingly by adjusting speed and selecting the appropriate gear.,"[{""index"": 0, ""text"": ""Steep descent ahead."", ""is_correct"": true}, {""index"": 1, ""text"": ""Steep ascent ahead."", ""is_correct"": false}, {""index"": 2, ""text"": ""River or unprotected quay ahead."", ""is_correct"": false}, {""index"": 3, ""text"": ""Uneven road surface ahead."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_zMcPY.png""]",https://web.archive.org/web/20260520002243id_/http://theory-tester.com/questions/51
52,Control of Vehicle,What does this sign mean?,Low bridge up ahead.,"This sign gives advance warning that you are approaching a low bridge, with restricted headroom as shown on the sign.","[{""index"": 0, ""text"": ""Low bridge up ahead."", ""is_correct"": true}, {""index"": 1, ""text"": ""Restricted road width ahead."", ""is_correct"": false}, {""index"": 2, ""text"": ""Restricted weight limit for road segment indicated."", ""is_correct"": false}, {""index"": 3, ""text"": ""Road narrows ahead - maximum length of vehicle is indicated."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_PDdg9.png""]",https://web.archive.org/web/20250823041607id_/http://theory-tester.com/questions/52
53,Legal Matters/Rules of the Road,When must a current tax disc be displayed on a new vehicle on a public road?,At all times when the vehicle is on a public road.,"A motor vehicle must be taxed before it may be taken on the road, and it must always display an up-to-date tax disc.","[{""index"": 0, ""text"": ""Not later than 10 days after registration."", ""is_correct"": false}, {""index"": 1, ""text"": ""Only when driving on motorways."", ""is_correct"": false}, {""index"": 2, ""text"": ""At all times when the vehicle is on a public road."", ""is_correct"": true}, {""index"": 3, ""text"": ""Not later than 1 month after registration."", ""is_correct"": false}]",[],https://web.archive.org/web/20240615035027id_/http://theory-tester.com/questions/53
54,Legal Matters/Rules of the Road,Who is entitled to see a driver's vehicle registration document?,A Garda may ask you to produce the vehicles registration document at a named Garda station.,"A Garda may demand to see your driving licence at any time, and you should always carry this with you when driving. A Garda may also examine your insurance disc, tax disc and NCT disc (if applicable). A Garda may ask you to produce other documents (including the vehicles registration document) at a named Garda station within 10 days.","[{""index"": 0, ""text"": ""Any fire brigade or ambulance personnel at the scene of a collision the driver has been involved in."", ""is_correct"": false}, {""index"": 1, ""text"": ""A Garda may ask you to produce the vehicles registration document at a named Garda station."", ""is_correct"": true}, {""index"": 2, ""text"": ""A member of the car recovery company or anyone assisting in the recovery."", ""is_correct"": false}, {""index"": 3, ""text"": ""Any person with whom the driver is involved in a collision."", ""is_correct"": false}]",[],https://web.archive.org/web/20240615040151id_/http://theory-tester.com/questions/54
55,Control of Vehicle,What does this sign mean?,Series of bumps or hollows ahead.,This sign gives advance warning of a series of bumps or hollows ahead. Be prepared to reduce your speed as necessary.,"[{""index"": 0, ""text"": ""Series of rumble strips ahead."", ""is_correct"": false}, {""index"": 1, ""text"": ""Road works ahead."", ""is_correct"": false}, {""index"": 2, ""text"": ""Series of bumps or hollows ahead."", ""is_correct"": true}, {""index"": 3, ""text"": ""Steep hills ahead."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_6IROF.png""]",https://web.archive.org/web/20240809084557id_/http://theory-tester.com/questions/55
56,Control of Vehicle,What does this sign mean?,Slippery road ahead.,This sign gives advance warning of the potential danger of slippery road surfaces ahead.,"[{""index"": 0, ""text"": ""Slippery road ahead."", ""is_correct"": true}, {""index"": 1, ""text"": ""Road narrows from right."", ""is_correct"": false}, {""index"": 2, ""text"": ""Steep hill ahead."", ""is_correct"": false}, {""index"": 3, ""text"": ""Series of bends ahead."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_tt5JO.png""]",https://web.archive.org/web/20240911064153id_/http://theory-tester.com/questions/56
57,Control of Vehicle,What does this sign mean?,Traffic signals ahead.,"This sign gives advance warning of a traffic light controlled junction ahead. This sign is generally found in areas where the lights may not be visible to drivers in good time – for example, following a bend in the road.","[{""index"": 0, ""text"": ""School children crossing ahead."", ""is_correct"": false}, {""index"": 1, ""text"": ""Traffic signals ahead."", ""is_correct"": true}, {""index"": 2, ""text"": ""Railway level crossing ahead."", ""is_correct"": false}, {""index"": 3, ""text"": ""Stop at zebra crossing."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_ZJTtY.png""]",https://web.archive.org/web/20240809090522id_/http://theory-tester.com/questions/57
58,Legal Matters/Rules of the Road,"When a driver wishes to drive a vehicle and they are not sure if they are covered by insurance, what should they do?",They should not drive until their insurance company confirms that they are insured.,"If you are in any doubt about your insurance cover, you should discuss the matter with your insurance company. It is a serious offence to drive without insurance.","[{""index"": 0, ""text"": ""They should check with their local Garda Station to see if they are insured."", ""is_correct"": false}, {""index"": 1, ""text"": ""They should check with their local NDLS office to see if they are insured."", ""is_correct"": false}, {""index"": 2, ""text"": ""They should check with their local Motor Taxation Office to see if they are insured."", ""is_correct"": false}, {""index"": 3, ""text"": ""They should not drive until their insurance company confirms that they are insured."", ""is_correct"": true}]",[],https://web.archive.org/web/20230930032216id_/http://theory-tester.com/questions/58
59,Legal Matters/Rules of the Road,What is the minimum insurance cover a driver needs to drive on a public road?,Third Party.,"As a motorist, you must have a minimum of third party insurance.","[{""index"": 0, ""text"": ""Comprehensive."", ""is_correct"": false}, {""index"": 1, ""text"": ""Personal Accident."", ""is_correct"": false}, {""index"": 2, ""text"": ""Third Party, Fire and Theft."", ""is_correct"": false}, {""index"": 3, ""text"": ""Third Party."", ""is_correct"": true}]",[],https://web.archive.org/web/20240615050451id_/http://theory-tester.com/questions/59
